省份,品种名称,亲本来源,类型,原产地,审定编号
吉林,长粳717,松93-8×长选2号,粳型常规稻,长春市农业科学院,吉审稻2016008
天津,津粳3号,Pi5×喜峰,粳型常规稻,天津市师范大学生物系,津审稻1987002
天津,中花10号,Tetep×南65,粳型常规稻,中国农业科学院作物育种栽培研究所,/
天津,中作180,丰锦×京丰5号/C4-63,粳型常规稻,中国农业科学院作物育种栽培研究所,/
河北,垦育38,盐丰47,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻2009001号
黑龙江,绥生稻1号,龙粳36×绥粳9号,粳型常规稻,绥化市瑞丰种业有限公司,黑审稻20190014
辽宁,东研稻11,港源8号×辽星1号,粳型常规稻,东港市示范繁殖农场,辽审稻2014013
黑龙江,龙粳48,龙粳17×空育131,粳型常规稻,黑龙江省农业科学院佳木斯水稻研究所等,黑审稻2015014
内蒙古,天源280,TY23,粳型常规稻,吉林省天源种子研究所,蒙审稻2007005号
河北,垦育8号,冀粳8号/冀粳13号×冀粳14号,粳型常规稻,河北省农业科学院稻作研究所,冀审稻2002002号
辽宁,旱946,89S6091×陆南旱谷,粳型常规稻,辽宁省农业科学院栽培所,辽审稻[2000]79号
辽宁,辽开79,C57/中新120//74-13×辽粳10号,粳型常规稻,辽宁省稻作研究所,辽审稻[1991]32号
吉林,九稻27号,山形38×藤系144,粳型常规稻,吉林市农业科学院水稻研究所,吉审稻2001003
辽宁,辽粳2501,L401/辽星1号×Q23,粳型常规稻,辽宁省水稻研究所,辽审稻20190015
辽宁,丹粳16,通系2085×岩手传手,粳型常规稻,丹东农业科学院,辽审稻20190014
吉林,通禾832,秋田32×丰选2号,粳型常规稻,吉林省通化市农业科学研究院,吉审稻2007008
吉林,通禾857,辽粳5号×通95-74,粳型常规稻,通化市农业科学研究院,吉审稻2010020
黑龙江,绥育117463,绥粳4号×松98-131,粳型常规稻,黑龙江省农业科学院绥化分院,黑审稻20190013
黑龙江,龙稻9号,东青241×牡粘3号,粳型常规稻,黑龙江省农业科学院耕作栽培研究所,黑审稻2009014
辽宁,丹粳10号,丹粳5号×丹粳4号,粳型常规稻,丹东农业科学院稻作研究所,辽审稻[2005]168号
吉林,九稻75,九稻47号×通粳611,粳型常规稻,吉林市农业科学院,吉审稻2014006
陕　西,江优89,江育F32A×江恢89,籼型三系杂交稻,江油市川江水稻研究所,陕审稻2009004号
辽宁,盐粳糯66,盐丰47×H1024,粳型常规稻,辽宁省盐碱地利用研究所,辽审稻2014012
辽宁,盐粳927,盐粳188,粳型常规稻,辽宁省盐碱地利用研究所,辽审稻2014011
吉林,延粳28,吉玉粳×延316,粳型常规稻,延边朝鲜族自治州农业科学院,吉审稻2014005
辽宁,富禾稻1408,02-H5/D131×辽星一,粳型常规稻,辽宁东亚种业有限公司,辽审稻20216002
辽宁,富友稻1401,MF04×辽21,粳型常规稻,辽宁东亚种业有限公司,辽审稻20216001
吉林,黑香稻1号,龙锦1号,粳型常规稻,吉林市宏业种子有限公司,吉审稻2006017
内蒙古,金郁2,庆20-4×龙粳21,粳型常规稻,龙江县龙科农业开发有限责任公司,蒙审稻2022005号
吉林,通系935,农大3号×通优40,粳型常规稻,通化市农业科学研究院,吉审稻2016007
天津,8013,?,粳型常规稻,河北省农垦所,/
辽宁,锦稻糯325,PH18,粳型常规稻,盘锦北方农业技术开发有限公司,辽审稻20190013
吉林,通系12号,双152×秋丰,粳型常规稻,通化市农业科学院水稻研究所,吉审稻2001002
吉林,金浪301,东北143×上育397,粳型常规稻,吉林市宏业种子有限公司,吉审稻2006016
吉林,吉农大808,五优1号×松粳3号,粳型常规稻,吉林农业大学,吉审稻2007007
黑龙江,绥粳12,龙粳10号×绥粳3号,粳型常规稻,黑龙江省农业科学院绥化分院,黑审稻2009013
吉林,松辽7号,吉农大3号×藤747,粳型常规稻,公主岭市松辽农业科学研究所,吉审稻2010019
吉林,吉粳826,X-66×12-38,粳型常规稻,吉林省农业科学院,吉审稻20210024
吉林,北作132,通粳612×空育131,粳型常规稻,吉林省吉阳农业科学研究院等,吉审稻20200001
内蒙古,天源217,TY23,粳型常规稻,吉林省天源种子研究所,蒙审稻2007004号
河北,垦稻2015,冀粳14号/意大利4号×春42/中花8号,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻2008001号
辽宁,连粳4号,日本稻LGC-1/中作Z36×连粳1号,粳型常规稻,大连市特种粮研究所,辽审稻20210014
陕　西,天泰9903,中9A×THR903,籼型三系杂交稻,汉中现代农业科技有限公司,陕审稻2009003号
辽宁,华单998,丰锦×沈农91,粳型常规稻,辽宁华玉种子有限公司,辽审稻[2009]212号
辽宁,辽73优62,辽73A×C62,粳型三系杂交稻,辽宁省水稻研究所,辽审稻2014010
吉林,吉粳301,长白15×长白16,粳型常规稻,吉林吉农水稻高新科技发展有限责任公司等,吉审稻2014004
辽宁,盐禾香113,稻花香2号/盐粳144×盐粳144,粳型常规稻,辽宁省盐碱地利用研究所,辽审稻20240024
内蒙古,兴育3号,粳优选E33×蒙谷金勾B06,粳型常规稻,兴安盟兴安粳稻优质品种科技研究所,蒙审稻2022004号
吉林,吉粳505,超产2号×吉玉粳,粳型常规稻,吉林省农业科学院,吉审稻2007006
辽宁,辽粳1540,盐丰47×越光/辽粳9,粳型常规稻,辽宁省水稻研究所,辽审稻20200026
内蒙古,鸿源134号,吉56032×空育131,粳型常规稻,黑龙江孙斌鸿源农业开发集团有限责任公司,蒙审稻2022003号
辽宁,雨田6号,辽粳454,粳型常规稻,盘锦北方农业技术开发有限公司,辽审稻[2003]116号
黑龙江,垦稻19号,垦96-614/垦96-730×垦96-249/垦96-754,粳型常规稻,黑龙江省农垦科学院水稻研究所,黑审稻2009012
河北,优质8号,关东100×中花8号/80-3,粳型常规稻,河北省农业科学院稻作研究所,冀审稻2002001号
吉林,吉大898,通育211/通95-74×金浪301,粳型常规稻,吉林大学植物科学学院,吉审稻2014021
辽宁,沈农91,沈农189×沈农150,粳型常规稻,沈阳农业大学,辽审稻[1990]31号
吉林,吉粳825,通丰09-4×吉粳803,粳型常规稻,吉林省农业科学院,吉审稻20210023
天津,1189,66151/八重垣×台南3号,粳型常规稻,天津市农业科学院水稻研究所,/
辽宁,花粳1812,H20//盐粳68/秋田小町×盐粳456,粳型常规稻,辽宁省盐碱地利用研究所,辽审稻20190012
吉林,九稻59号,长白9号×中新1号,粳型常规稻,吉林市农业科学院水稻研究所,吉审稻2006015
辽宁,东研稻19,港源8号×盐丰47,粳型常规稻,东港市示范繁殖农场,辽审稻20200025
吉林,春阳689,辽粳912×通粳797,粳型常规稻,梅河口市硕丰农业技术服务有限公司,吉审稻20190048
吉林,秋田39,越光×奥羽321,粳型常规稻,日本,吉审稻2003026
辽宁,沈农8718,沈农91/S22×丰锦,粳型常规稻,沈阳农业大学,辽审稻[1999]78号
辽宁,盐粳682,盐丰47×丹香1号,粳型常规稻,辽宁省盐碱地利用研究所,辽审稻20240023
天津,中农大4号,02428/秦爱×旱稻297,粳型常规稻,中国农业大学农学院等,津审稻20245002
天津,津育糯5号,津育糯1号×武津粳1号/11W221-1,粳型常规稻,天津市农业科学院,津审稻20245001
辽宁,连粳3号,日本稻LGC-1/中作Z24×连粳1号,粳型常规稻,大连市特种粮研究所,辽审稻20210013
吉林,庆林518,吉粳88/通育313×九稻44,粳型常规稻,吉林市丰优农业研究所,吉审稻2014003
黑龙江,龙粳47,龙萝02-143×龙花00-233,粳型常规稻,黑龙江省农业科学院佳木斯水稻研究所等,黑审稻2015013
吉林,吉粳800,藤系138/吉86-11×吉94H51,粳型常规稻,吉林省农业科学院水稻研究所,吉审稻2006014
吉林,吉粳78号,玉丰×北陆128,粳型常规稻,吉林省农业科学院水稻研究所,吉审稻2001001
河北,垦糯3号,冀糯1号×冀糯1号/垦育2号,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻2006002号
内蒙古,兴育GA07,长优G10-2×今谷A-05,粳型常规稻,兴安盟兴安粳稻优质品种科技研究所,蒙审稻2021008号
辽宁,千重浪2号,沈农1578×沈农95008,粳型常规稻,沈阳农业大学,辽审稻[2005]167号
吉林,吉糯7号,吉86-11×通粘1号,粳型常规稻,吉林省农业科学院水稻研究所,吉审稻2002027
陕　西,金稻201,金23A×R2011,籼型三系杂交稻,汉中金祥龙农业科技有限公司,陕审稻2009002号
河北,垦优94-7,京越1号×8204,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻200001号
吉林,吉粳515,吉粳88×吉粳101,粳型常规稻,吉林省农业科学院水稻研究所,吉审稻2016006
内蒙古,兴稻7号,Q6盐125×早香稻,粳型常规稻,内蒙古兴稻种业有限公司,蒙审稻2024017号
辽宁,沈稻9号,越光×辽粳294,粳型常规稻,沈阳农业大学,辽审稻[2005]166号
辽宁,铁粳香3号,稻花香2号×铁粳11,粳型常规稻,铁岭市农业科学院,辽审稻20240022
辽宁,辽粳401,辽河5号×盐粳68,粳型常规稻,辽宁省水稻研究所,辽审稻2014009
吉林,通禾816,通院6号×吉01-125,粳型常规稻,通化市农业科学研究院,吉审稻2014020
辽宁,田丰202,M163,粳型常规稻,盘锦北方农业技术开发有限公司,辽审稻[2005]165号
吉林,庆林1,北丰101/九91107×龙粳8号,粳型常规稻,吉林市丰优农业研究所,吉审稻2010018
辽宁,沈农159,黄金光×辽粳5号,粳型常规稻,沈阳农业大学,辽审稻[1999]77号
吉林,通粳797,通粳288×通粳611,粳型常规稻,通化市农业科学院,吉审稻2007005
辽宁,锦稻106,盐丰47×辽盐12号,粳型常规稻,盘锦北方农业技术开发有限公司,辽审稻[2009]211号
吉林,东稻275,通禾899,粳型常规稻,中国科学院东北地理与农业生态研究所等,吉审稻20210022
内蒙古,天源115,TY98,粳型常规稻,吉林省天源种子研究所,蒙审稻2007003号
黑龙江,龙粳28号,龙育98-195×吉2068,粳型常规稻,黑龙江省农业科学院水稻研究所,黑审稻2009011
内蒙古,小町GA11,今谷盐粳01×今谷010,粳型常规稻,兴安盟兴安粳稻优质品种科技研究所,蒙审稻2021007号
辽宁,辽盐糯4号,辽粳5号,粳型常规稻,辽宁省盐碱地利用研究所,辽审稻[1990]30号
陕　西,中优360,中9A×R360,籼型三系杂交稻,汉中市农业科学研究所等,陕审稻2009001号
内蒙古,蒙望7号,龙粳3033×倍育3,粳型常规稻,内蒙古兴稻种业有限公司,蒙审稻2024016号
吉林,九稻56号,秋田小町/珍富10号×九稻19号,粳型常规稻,吉林市农业科学院水稻研究所,吉审稻2006013
河北,垦稻95-4,冀粳14号×中花8号,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻99002号
辽宁,星选稻,辽星1号×沈东1号,粳型常规稻,沈阳领先种业有限公司,辽审稻20210012
吉林,吉粳558,尚州×富士光,粳型常规稻,吉林省农业科学院,吉审稻20210021
黑龙江,龙粳46,龙花99-454×空育131,粳型常规稻,黑龙江省农业科学院佳木斯水稻研究所等,黑审稻2015012
辽宁,辽盐2号,丰锦,粳型常规稻,辽宁省盐碱地利用研究所,辽审稻[1990]29号
天津,津育粳35,武3早//镇稻196/武3-44×武2845/江1//CA1...,粳型常规稻,天津市农业科学院,津审稻20240001
辽宁,桥选粳162,营9443×港育10,粳型常规稻,营口天地源农业科学研究所,辽审稻20200024
辽宁,沈988,秋田小町×沈93-65,粳型常规稻,沈阳市农业科学院,辽审稻[2003]115号
辽宁,盐粳68,89F5-91×盐粳32,粳型常规稻,辽宁省盐碱地利用研究所,辽审稻[2003]114号
辽宁,辽粳28,辽粳326,粳型常规稻,辽宁省稻作研究所,辽审稻[2003]113号
吉林,吉粳113,吉丰20×碱茅草,粳型常规稻,吉林省农业科学院,吉审稻2014002
天津,津育粳31,武1001×武5412-4,粳型常规稻,天津市农作物研究所等,津审稻20230002
吉林,九稻26号,吉86-11/S16×藤系138,粳型常规稻,吉林市农业科学院水稻研究所,吉审稻2000009
吉林,吉粳557,吉粳801×平粳6号,粳型常规稻,吉林省农业科学院,吉审稻20210020
吉林,吉宏6号,吉玉粳×九引1号,粳型常规稻,吉林市宏业种子有限公司,吉审稻2014019
内蒙古,天源113,TY96,粳型常规稻,吉林省天源种子研究所,蒙审稻2007002号
辽宁,开粳1号,秋田32×沈抗1585-3,粳型常规稻,辽宁省天原市农科所,辽审稻[1999]76号
黑龙江,龙粳27号,上育418×龙粳12号,粳型常规稻,黑龙江省农业科学院水稻研究所,黑审稻2009010
吉林,吉粳303,吉89-45/98P95×九稻22/吉01-22,粳型常规稻,吉林省农业科学院水稻研究所,吉审稻2016005
天津,天隆粳5号,津原89/隆粳香1号×津原89,粳型常规稻,天津天隆科技股份有限公司等,津审稻20230001
辽宁,辽99优30,辽99A×C30,粳型三系杂交稻,辽宁省水稻研究所,辽审稻20190011
辽宁,辽粳9号,辽粳294×辽粳454,粳型常规稻,辽宁省稻作研究所,辽审稻[2003]112号
吉林,通禾865,通禾836×通系158/通粘2号,粳型常规稻,通化市农业科学研究院,吉审稻20210019
陕　西,金稼原1号,金23A×乐恢188,籼型三系杂交稻,汉中天源种业有限公司,陕审稻2008008
辽宁,沈农516,五优稻4号×五优稻4号//秋光/WR04-8,粳型常规稻,沈阳农业大学水稻研究所,辽审稻20240021
吉林,九粘4号,A8865×中12,粳型常规稻,吉林市农业科学院水稻研究所,吉审稻2002026
吉林,延粳30,延504×一品稻,粳型常规稻,延边朝鲜族自治州农业科学院,吉审稻2016004
河北,垦育16号,冀粳8号/中花8号×关东100,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻99001号
河北,9204,京越1号×8204,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻98001号
辽宁,辽优1498,14A×C198,粳型三系杂交稻,辽宁省稻作研究所,辽审稻[2009]210号
辽宁,美锋1号,秋光×开9725,粳型常规稻,辽宁东亚种业有限公司,辽审稻[2009]209号
辽宁,辽星21号,辽粳454×沈农90-17,粳型常规稻,辽宁省稻作研究所,辽审稻[2009]208号
吉林,延粳25号,珍富10号×延105,粳型常规稻,延边农业科学研究院,吉审稻2003025
吉林,农粘1号,通粘1号×香粘91-26,粳型常规稻,吉林农业大学农学院,吉审稻2003024
吉林,吉农大18号,组培7×93-14,粳型常规稻,吉林农业大学农科院,吉审稻2003023
吉林,长选12号,早锦×合江23号,粳型常规稻,长春市农业科学院水稻研究所,吉审稻2003022
吉林,通育240,2433×2302,粳型常规稻,吉林省通化市农业科学院,吉审稻2003021
吉林,通育318,2437×2208,粳型常规稻,吉林省通化市农业科学院,吉审稻2003020
吉林,吉科稻512,秋田小町×通95-74,粳型常规稻,吉林农业科技学院,吉审稻2010017
河北,垦育29号,冀粳14号/冀粳13号×冀粳13号,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻2006001号
天津,寒9,冷水口,粳型常规稻,吉林省农业科学院水稻研究所,/
辽宁,天域稻1号,稻源21×TYG01,粳型常规稻,营口天域稻业有限公司,辽审稻20210011
辽宁,稻源7号,辽粳212×TYHG18,粳型常规稻,营口天域稻业有限公司,辽审稻20210010
辽宁,兴禾稻8号,S6×巨丰9,粳型常规稻,沈阳中硕种业有限公司等,辽审稻20210009
辽宁,粳优9306,粳93A×C2106,粳型三系杂交稻,辽宁省水稻研究所,辽审稻20240020
内蒙古,鸿发17,特优10×北稻3号,粳型常规稻,佳木斯市鸿发种业有限公司,蒙审稻2022002号
吉林,通院9号,通95-74×丰选2号,粳型常规稻,通化市农业科学研究院,吉审稻2006012
吉林,通丰8号,通粳288×通09,粳型常规稻,通化市农业科学研究院,吉审稻2006011
吉林,通禾820,吉玉粳×秋田32,粳型常规稻,通化市农业科学研究院,吉审稻2006010
吉林,吉粳503,奥羽346×丰优207,粳型常规稻,吉林省农业科学院水稻研究所,吉审稻2006009
吉林,宏科57,辉选98-8×吉粳88号,粳型常规稻,辉南县宏科水稻科研中心,吉审稻2014001
河北,垦糯22,冀糯1×津原89,粳型常规稻,河北省农林科学院滨海农业研究所,冀审稻20249002
辽宁,华丰锦稻,PH329,粳型常规稻,盘锦北方农业技术开发有限公司,辽审稻20210008
辽宁,辽粳421,丰锦/C31//74-134×炬锦,粳型常规稻,辽宁省稻作研究所,辽审稻[1990]28号
天津,津原润1号,南粳9108×津原89,粳型常规稻,天津市优质农产品开发示范中心,津审稻20225001
