省份,品种名称,亲本来源,类型,原产地,审定编号,审定方,审定序号,母本,审定公司
湖南,中优3号,中9A×仙恢3号,籼型三系杂交稻,湖南广阔天地科技有限公司,湘审稻2007056,湘审稻,2007056,中9A,湖南广阔天地科技有限公司
湖南,陵两优724,湘陵628S×华724,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20232005,湘审稻,20232005,湘陵628S,袁隆平农业高科技股份有限公司
湖南,威优402,威20A×R402,籼型三系杂交稻,湖南省安江农业学校,湘品审第75号,湘审稻,75,威20A,湖南省安江农业学校
湖南,天龙优140,天龙1A×天龙恢140,籼型三系杂交稻,绵阳市天龙水稻研究所等,湘审稻2009058,湘审稻,2009058,天龙1A,绵阳市天龙水稻研究所
湖南,黄华占,黄新占×丰华占,籼型常规稻,广东省农业科学院水稻研究所,湘审稻2007018,湘审稻,2007018,黄新占,广东省农业科学院水稻研究所
河南,D优2035,D62A×信恢2035,籼型三系杂交稻,江苏省大华种业集团有限公司,豫审稻2012007,豫审稻,2012007,D62A,江苏省大华种业集团有限公司
湖南,1161S,培矮64S×133S,籼型不育系,湖南隆平高科农平种业有限公司,湘审稻2006048,湘审稻,2006048,培矮64S,湖南隆平高科农平种业有限公司
湖北,襄粳372,上海长粒粳×17Z42,粳型常规稻,襄阳市农业科学院等,鄂审稻20241031,鄂审稻,20241031,上海长粒粳,襄阳市农业科学院
河南,Y两优551,Y58S×利恢551,籼型两系杂交稻,长沙利诚种业有限公司,豫审稻2014006,豫审稻,2014006,Y58S,长沙利诚种业有限公司
河南,6优53,1586S×信粳5003,粳型两系杂交稻,信阳市农业科学研究所,豫审稻2012006,豫审稻,2012006,1586S,信阳市农业科学研究所
湖南,旗两优隆王丝苗,旗482S×隆王丝苗,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20210037,湘审稻,20210037,旗482S,袁隆平农业高科技股份有限公司
湖南,湘优8218,湘菲A×湘恢8218,籼型三系杂交稻,湖南科裕隆种业有限公司,湘审稻2013006,湘审稻,2013006,湘菲A,湖南科裕隆种业有限公司
河南,五粳519,新粮501×镇稻88,粳型常规稻,新乡市新粮水稻研究所,豫审稻2014005,豫审稻,2014005,新粮501,新乡市新粮水稻研究所
湖南,中优281,中9A×R281,籼型三系杂交稻,怀化职业技术学院,湘审稻2007055,湘审稻,2007055,中9A,怀化职业技术学院
湖南,陵两优7736,湘陵750S×华736,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20232004,湘审稻,20232004,湘陵750S,袁隆平农业高科技股份有限公司
湖南,德es,培矮64S,籼型不育系,德农正成种业长沙德农正成水稻研究所,湘审稻2006047,湘审稻,2006047,培矮64S,德农正成种业长沙德农正成水稻研究所
湖北,巨2优90,巨风2A×HR292,籼型三系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻20220012,鄂审稻,20220012,巨风2A,湖北省农业科学院粮食作物研究所
湖南,G两优1号,温6310S×益恢1号,籼型两系杂交稻,湖南永益农业科技发展有限公司等,湘审稻2015011,湘审稻,2015011,温6310S,湖南永益农业科技发展有限公司
湖北,甬优1526,甬粳15A×F4926,籼粳交三系杂交稻,宁波市种子有限公司,鄂审稻2019029,鄂审稻,2019029,甬粳15A,宁波市种子有限公司
湖南,T优100,T98A×湘恢100,籼型三系杂交稻,湖南杂交水稻研究中心,湘审稻2006019,湘审稻,2006019,T98A,湖南杂交水稻研究中心
湖南,中优117,中9A×常恢117,籼型三系杂交稻,湖南金健种业有限责任公司等,湘审稻2006018,湘审稻,2006018,中9A,湖南金健种业有限责任公司
湖南,荃优4312,荃9311A×亚恢4312,籼型三系杂交稻,中国科学院亚热带农业生态研究所等,湘审稻20241001,湘审稻,20241001,荃9311A,中国科学院亚热带农业生态研究所
湖北,绵5优142,绵5A×恩恢142,籼型三系杂交稻,恩施土家族苗族自治州农业科学院等,鄂审稻2011008,鄂审稻,2011008,绵5A,恩施土家族苗族自治州农业科学院
湖南,T优1128,T98A×MZ98008-1128,籼型三系杂交稻,湖南明珠种业有限公司等,湘审稻2009057,湘审稻,2009057,T98A,湖南明珠种业有限公司
湖南,中莲优589,中莲1A×RT589,籼型三系杂交稻,邵阳市农业科学研究所等,湘审稻2015010,湘审稻,2015010,中莲1A,邵阳市农业科学研究所
湖南,农香32,AF6-82/R80×AF6-82/R80//三合占/农香16,籼型常规稻,湖南省水稻研究所,湘审稻2015009,湘审稻,2015009,AF6-82/R80,湖南省水稻研究所
湖南,五丰优317,五丰A×CR317,籼型三系杂交稻,衡阳市农业科学研究所等,湘审稻2015008,湘审稻,2015008,五丰A,衡阳市农业科学研究所
湖南,金两优838,Y22S×辐恢838,籼型两系杂交稻,北京金色农华种业科技有限公司,湘审稻2006017,湘审稻,2006017,Y22S,北京金色农华种业科技有限公司
湖南,荣优233,荣丰A×R233,籼型三系杂交稻,湖南金稻种业有限公司,湘审稻2015007,湘审稻,2015007,荣丰A,湖南金稻种业有限公司
湖北,红糯优1号,红糯1A×香糯1号,籼型三系杂交稻,湖北中香农业科技股份有限公司等,鄂审稻2019028,鄂审稻,2019028,红糯1A,湖北中香农业科技股份有限公司
湖北,广两优1128,广占63S×HR1128,籼型两系杂交稻,湖南杂交水稻研究中心,鄂审稻2014005,鄂审稻,2014005,广占63S,湖南杂交水稻研究中心
湖南,海两优85,海丰1S×G85,籼型两系杂交稻,海南神农大丰种业科技股份有限公司,湘审稻2006016,湘审稻,2006016,海丰1S,海南神农大丰种业科技股份有限公司
湖南,金谷优72,金谷A×蜀恢早72,籼型三系杂交稻,四川农业大学水稻研究所等,湘审稻2006015,湘审稻,2006015,金谷A,四川农业大学水稻研究所
湖南,九优207,898A×先恢207,籼型三系杂交稻,湖南金健种业有限责任公司等,湘审稻2006014,湘审稻,2006014,898A,湖南金健种业有限责任公司
湖南,隆锋优1549,隆锋18A×华恢8549,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20236012,湘审稻,20236012,隆锋18A,袁隆平农业高科技股份有限公司
湖南,湘优616,湘丰70A×R616,籼型三系杂交稻,永州市农业科学研究所等,湘审稻2013005,湘审稻,2013005,湘丰70A,永州市农业科学研究所
湖北,E两优2300,EK2S×R300,籼型两系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻20241003,鄂审稻,20241003,EK2S,湖北省农业科学院粮食作物研究所
湖南,泰优农39,泰丰A×农香39,籼型三系杂交稻,湖南金色农丰种业有限公司等,湘审稻20210036,湘审稻,20210036,泰丰A,湖南金色农丰种业有限公司
河南,获稻008,五粳008×豫粳6号,粳型常规稻,新乡市卫滨区科丰种植农民专业合作社,豫审稻2014004,豫审稻,2014004,五粳008,新乡市卫滨区科丰种植农民专业合作社
湖北,荃优7810,荃9311A×华恢7810,籼型三系杂交稻,湖南隆平高科种业科学研究院有限公司等,鄂审稻2019027,鄂审稻,2019027,荃9311A,湖南隆平高科种业科学研究院有限公司
湖北,福优9188,E927A×R1588,籼型三系杂交稻,武汉隆福康农业发展有限公司等,鄂审稻20220011,鄂审稻,20220011,E927A,武汉隆福康农业发展有限公司
湖南,天优103,天丰A×金恢103,籼型三系杂交稻,广东省金稻种业有限公司,湘审稻2013004,湘审稻,2013004,天丰A,广东省金稻种业有限公司
湖南,香两优68,香125S×D68,籼型两系杂交稻,湖南杂交水稻研究中心,湘品审第220号,湘审稻,220,香125S,湖南杂交水稻研究中心
湖南,宜香9号,宜香1A×宜恢9号,籼型三系杂交稻,宜宾市农业科学院,湘审稻2006045,湘审稻,2006045,宜香1A,宜宾市农业科学院
湖北,齐两优908,033S×R908,籼型两系杂交稻,合肥齐民济生生物技术研究所,鄂审稻2011007,鄂审稻,2011007,033S,合肥齐民济生生物技术研究所
湖北,天优华占,天丰A×华占,籼型三系杂交稻,中国水稻研究所等,鄂审稻2011006,鄂审稻,2011006,天丰A,中国水稻研究所
湖南,威优辐26,威20A×华联2号,籼型三系杂交稻,湖南杂交水稻研究中心等,湘品审第74号,湘审稻,74,威20A,湖南杂交水稻研究中心
河南,两优培粳,培矮64S×94205,粳型两系杂交稻,信阳市农业科学研究所,豫审稻2005002,豫审稻,2005002,培矮64S,信阳市农业科学研究所
湖南,T优277,T98A×R277,籼型三系杂交稻,湖南省水稻研究所,湘审稻2009056,湘审稻,2009056,T98A,湖南省水稻研究所
湖南,雁两优498,雁农S×498,籼型两系杂交稻,湖南省水稻研究所,湘审稻2007054,湘审稻,2007054,雁农S,湖南省水稻研究所
湖北,广10优新占,广10A×双华新占,籼型三系杂交稻,武汉弘耕种业有限公司等,鄂审稻20243012,鄂审稻,20243012,广10A,武汉弘耕种业有限公司
湖北,荆优6510,荆1A×荆恢6510,籼型三系杂交稻,荆州农业科学院等,鄂审稻2011005,鄂审稻,2011005,荆1A,荆州农业科学院
湖北,沪优549,沪旱5A×旱恢49,籼型三系杂交稻,上海市农业生物基因中心,鄂审稻2019026,鄂审稻,2019026,沪旱5A,上海市农业生物基因中心
河南,万象优982,万象A×红R982,籼型三系杂交稻,江西红一种业科技股份有限公司,豫审稻20220009,豫审稻,20220009,万象A,江西红一种业科技股份有限公司
湖南,D优2527,D200A×蜀恢527,籼型三系杂交稻,四川农业大学水稻研究所等,湘审稻2006044,湘审稻,2006044,D200A,四川农业大学水稻研究所
湖南,吉天A,湘州113A×吉天B,籼型不育系,湘西土家族苗族自治州农业科学研究院,湘审稻2015049,湘审稻,2015049,湘州113A,湘西土家族苗族自治州农业科学研究院
河南,红光粳1号,豫粳7号×黄金晴,粳型常规稻,新乡县新科麦稻研究所,豫审稻2005001,豫审稻,2005001,豫粳7号,新乡县新科麦稻研究所
湖北,楚丰优郢香丝苗,楚丰A×郢香丝苗,籼型三系杂交稻,湖北荃银高科种业有限公司,鄂审稻20243011,鄂审稻,20243011,楚丰A,湖北荃银高科种业有限公司
湖南,岳优63,岳4A×明恢63,籼型三系杂交稻,岳阳市农业科学研究所,湘品审第271号,湘审稻,271,岳4A,岳阳市农业科学研究所
湖南,株两优829,株1S×E829,籼型两系杂交稻,湖南省水稻研究所等,湘审稻2013003,湘审稻,2013003,株1S,湖南省水稻研究所
湖北,E两优827,EK8S×HD227,籼型两系杂交稻,湖北九瑞康农业科技有限公司等,鄂审稻20241002,鄂审稻,20241002,EK8S,湖北九瑞康农业科技有限公司
湖南,新香优102,新香A×华恢102,籼型三系杂交稻,湖南亚华种业科学研究院,湘审稻2006013,湘审稻,2006013,新香A,湖南亚华种业科学研究院
河南,新丰6号,豫粳6号×秋丰,粳型常规稻,河南丰源种子有限公司,豫审稻2012005,豫审稻,2012005,豫粳6号,河南丰源种子有限公司
湖南,深优2200,深97A×R2200,籼型三系杂交稻,国家杂交水稻工程技术研究中心清华深圳龙岗研究所,湘审稻2009055,湘审稻,2009055,深97A,国家杂交水稻工程技术研究中心清华深圳龙岗研究所
湖北,广两优15,广占63-4S×R15,籼型两系杂交稻,黄冈市农业科学院,鄂审稻2011004,鄂审稻,2011004,广占63-4S,黄冈市农业科学院
湖南,浙733,禾珍早×赤块矮选,籼型常规稻,浙江省农业科学院作物与核技术利用研究所,湘品审第73号,湘审稻,73,禾珍早,浙江省农业科学院作物与核技术利用研究所
湖北,隆晶优4393,隆晶4302A×华恢4393,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,鄂审稻2019025,鄂审稻,2019025,隆晶4302A,袁隆平农业高科技股份有限公司
湖南,玖两优1339,33S×R1339,籼型两系杂交稻,湖南省水稻研究所等,湘审稻20190004,湘审稻,20190004,33S,湖南省水稻研究所
湖南,陵两优063,湘陵628S×华063,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20232003,湘审稻,20232003,湘陵628S,袁隆平农业高科技股份有限公司
湖南,株两优929,株1S×E929,籼型两系杂交稻,湖南省水稻研究所等,湘审稻2015006,湘审稻,2015006,株1S,湖南省水稻研究所
湖北,格两优华占,格276S×华占,籼型两系杂交稻,湖北华之夏种子有限责任公司等,鄂审稻20210059,鄂审稻,20210059,格276S,湖北华之夏种子有限责任公司
河南,宛粳68D,花育446×旱稻502,粳型常规稻,南阳市农业科学院,豫审稻20200004,豫审稻,20200004,花育446,南阳市农业科学院
湖南,隆锋优4079,隆锋18A×华恢4079,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20236011,湘审稻,20236011,隆锋18A,袁隆平农业高科技股份有限公司
河南,宛粳096,宛粳28×花育446,粳型常规稻,南阳市农业科学院,豫审稻2014003,豫审稻,2014003,宛粳28,南阳市农业科学院
湖北,绿稻Q7,黄华占×Basmati-superfine,籼型常规稻,湖北省种子集团有限公司,鄂审稻2014004,鄂审稻,2014004,黄华占,湖北省种子集团有限公司
湖北,沪优71,沪旱7A×虾稻1号,籼型三系杂交稻,湖北金湖农作物研究院等,鄂审稻20241030,鄂审稻,20241030,沪旱7A,湖北金湖农作物研究院
湖南,杨优1号,杨明A×张恢01,籼型三系杂交稻,湖南农大金农种业有限公司,湘审稻2010010,湘审稻,2010010,杨明A,湖南农大金农种业有限公司
湖北,格两优601,格276S×YZ601,籼型两系杂交稻,湖北华之夏种子有限责任公司等,鄂审稻20210058,鄂审稻,20210058,格276S,湖北华之夏种子有限责任公司
湖北,广两优558,广占63-4S×R558,籼型两系杂交稻,湖北省种子集团有限公司等,鄂审稻2011003,鄂审稻,2011003,广占63-4S,湖北省种子集团有限公司
湖北,华两优6号,华1201S×扬稻6号,籼型两系杂交稻,华中农业大学等,鄂审稻2017001,鄂审稻,2017001,华1201S,华中农业大学
湖南,湘早籼27号,847-5,籼型常规稻,永州市农业科学研究所,湘品审第219号,湘审稻,219,847-5,永州市农业科学研究所
湖南,T优115,T98A×R115,籼型三系杂交稻,湖南农业大学农学院,湘审稻2006012,湘审稻,2006012,T98A,湖南农业大学农学院
湖北,荃优967,荃9311A×R967,籼型三系杂交稻,中国种子集团有限公司等,鄂审稻2019024,鄂审稻,2019024,荃9311A,中国种子集团有限公司
湖南,Y两优86,Y58S×明恢86,籼型两系杂交稻,湖南杂交水稻研究中心,湘审稻2009054,湘审稻,2009054,Y58S,湖南杂交水稻研究中心
湖南,潇两优038,潇湘828S×华038,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20232002,湘审稻,20232002,潇湘828S,袁隆平农业高科技股份有限公司
湖南,德两优早895,德1S×德恢895,籼型两系杂交稻,北京德农种业有限公司,湘审稻2013002,湘审稻,2013002,德1S,北京德农种业有限公司
河南,长粳6号,镇变2号×原96168,粳型常规稻,河南省长河种业有限公司,豫审稻2014002,豫审稻,2014002,镇变2号,河南省长河种业有限公司
湖南,株两优611,株1S×华611,籼型两系杂交稻,湖南亚华种业科学研究院,湘审稻2007017,湘审稻,2007017,株1S,湖南亚华种业科学研究院
湖南,腾两优蒂占,腾晖191S×蒂占,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20236010,湘审稻,20236010,腾晖191S,袁隆平农业高科技股份有限公司
河南,郑花辐9号,郑90-1,粳型常规稻,郑州邙山区水稻中心站等,豫审稻2004007,豫审稻,2004007,郑90-1,郑州邙山区水稻中心站
湖南,中3优286,中3A×中恢286,籼型三系杂交稻,中国水稻研究所,湘审稻2010009,湘审稻,2010009,中3A,中国水稻研究所
湖北,铁两优1503,铁S×R1503,籼型两系杂交稻,荆州市龙马种业有限公司,鄂审稻20220010,鄂审稻,20220010,铁S,荆州市龙马种业有限公司
湖南,粘S,湘陵628S×黄华占,籼型不育系,怀化市农业科学研究所,湘审稻2015048,湘审稻,2015048,湘陵628S,怀化市农业科学研究所
湖南,星泰优018,星泰A×R018,籼型三系杂交稻,湖南洞庭高科种业股份有限公司等,湘审稻20210035,湘审稻,20210035,星泰A,湖南洞庭高科种业股份有限公司
湖南,陆两优1537,陆18S×R1537,籼型两系杂交稻,湖南省株洲市农业科学研究所,湘审稻2009053,湘审稻,2009053,陆18S,湖南省株洲市农业科学研究所
湖北,荆两优233,荆118S×R233,籼型两系杂交稻,湖北荆楚种业股份有限公司,鄂审稻2014003,鄂审稻,2014003,荆118S,湖北荆楚种业股份有限公司
湖南,湘早籼26号,湘早籼15号,籼型常规稻,湘潭市农业科学研究所,湘品审第218号,湘审稻,218,湘早籼15号,湘潭市农业科学研究所
湖北,E两优629,E农6S×R429,籼型两系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻20241001,鄂审稻,20241001,E农6S,湖北省农业科学院粮食作物研究所
河南,郑稻201,郑旱6号×临稻16,粳型常规稻,河南省农业科学院粮食作物研究所等,豫审稻20200003,豫审稻,20200003,郑旱6号,河南省农业科学院粮食作物研究所
湖南,湘丰优9号,湘丰70A×湘恢9号,籼型三系杂交稻,湖南杂交水稻研究中心,湘审稻2007053,湘审稻,2007053,湘丰70A,湖南杂交水稻研究中心
湖南,中佳早29,Z99-312/嘉兴99-25×温3026,籼型常规稻,中国水稻研究所,湘审稻2015005,湘审稻,2015005,Z99-312/嘉兴99-25,中国水稻研究所
河南,郑稻20,郑稻18号×徐稻5号,粳型常规稻,河南省农业科学院粮食作物研究所,豫审稻2014001,豫审稻,2014001,郑稻18号,河南省农业科学院粮食作物研究所
湖北,益9优651,益9A×GR651,籼型三系杂交稻,湖北农益生物科技有限公司等,鄂审稻20241029,鄂审稻,20241029,益9A,湖北农益生物科技有限公司
河南,花粳2号,金南风,粳型常规稻,河南省郑州花园口农技站,豫粳3号,豫审稻,3,金南风,河南省郑州花园口农技站
湖南,两优航2号,SE21S×航2号,籼型两系杂交稻,福建省农业科学院水稻研究所,湘审稻2006043,湘审稻,2006043,SE21S,福建省农业科学院水稻研究所
湖北,香两优818,全香825S×R18,籼型两系杂交稻,湖北荃银高科种业有限公司,鄂审稻20243010,鄂审稻,20243010,全香825S,湖北荃银高科种业有限公司
湖南,晖两优8612,华晖217S×华恢8612,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20210034,湘审稻,20210034,华晖217S,袁隆平农业高科技股份有限公司
湖北,徽两优晶占,徽晶S×晶占,籼型两系杂交稻,湖北中苗农业科技有限公司等,鄂审稻20220009,鄂审稻,20220009,徽晶S,湖北中苗农业科技有限公司
湖北,7优370,沪旱7A×R370,籼型三系杂交稻,中垦锦绣华农武汉科技有限公司等,鄂审稻2019023,鄂审稻,2019023,沪旱7A,中垦锦绣华农武汉科技有限公司
湖北,鄂丰7A,荃9311A×鄂丰7B,籼型不育系,湖北省种子集团有限公司,鄂审稻20230079,鄂审稻,20230079,荃9311A,湖北省种子集团有限公司
湖北,两优3313,033S×R13,籼型两系杂交稻,襄阳市农业科学院,鄂审稻2014002,鄂审稻,2014002,033S,襄阳市农业科学院
湖北,广两优35,广占63-4S×R35,籼型两系杂交稻,襄阳市农业科学院,鄂审稻2011002,鄂审稻,2011002,广占63-4S,襄阳市农业科学院
河南,信两优1319,信1313s×信丰19,籼型两系杂交稻,信阳市农业科学院,豫审稻20220008,豫审稻,20220008,信1313s,信阳市农业科学院
湖南,H28优207,H28A×先恢207,籼型三系杂交稻,衡阳市农业科学研究所,湘审稻2006011,湘审稻,2006011,H28A,衡阳市农业科学研究所
河南,玉稻518,新稻03518×玉米,粳型常规稻,河南师范大学生命科学学院等,豫审稻2012004,豫审稻,2012004,新稻03518,河南师范大学生命科学学院
湖南,KT27S,湘陵628S×标810S,籼型不育系,湖南师范大学生命科学学院,湘审稻2015047,湘审稻,2015047,湘陵628S,湖南师范大学生命科学学院
湖北,凯两优950,凯68S×ZR950,籼型两系杂交稻,湖北华泓种业科技有限公司,鄂审稻20220008,鄂审稻,20220008,凯68S,湖北华泓种业科技有限公司
湖南,陵两优741,湘陵750S×HY41,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻2013001,湘审稻,2013001,湘陵750S,袁隆平农业高科技股份有限公司
湖北,珞红4A,珞红3A×珞红4B,籼型不育系,武汉大学生命科学学院等,鄂审稻2016034,鄂审稻,2016034,珞红3A,武汉大学生命科学学院
河南,扬两优6号,广占63-4S×93-11,籼型两系杂交稻,江苏里下河地区农业科学研究所,豫审稻2004006,豫审稻,2004006,广占63-4S,江苏里下河地区农业科学研究所
湖南,中156,浙辐802×湘早籼1号,籼型常规稻,中国水稻研究所,湘品审第72号,湘审稻,72,浙辐802,中国水稻研究所
湖北,E农香两优1号,E农香11S×嘉禾6号,籼型两系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻20241028,鄂审稻,20241028,E农香11S,湖北省农业科学院粮食作物研究所
湖南,煜两优4156,华煜4127S×HY56,籼型两系杂交稻,湖南亚华种业科学研究院,湘审稻2015004,湘审稻,2015004,华煜4127S,湖南亚华种业科学研究院
湖北,Ⅱ优162,Ⅱ-32A×蜀恢162,籼型三系杂交稻,四川农业大学水稻研究所,鄂审稻008-2001,鄂审稻,008-2001,Ⅱ-32A,四川农业大学水稻研究所
湖南,陵两优564,湘陵628S×华恢564,籼型两系杂交稻,湖南亚华种业科学研究院,湘审稻2009052,湘审稻,2009052,湘陵628S,湖南亚华种业科学研究院
湖南,培两优余红,培矮64S×余红1号,籼型两系杂交稻,湖南农业大学,湘品审第204号,湘审稻,204,培矮64S,湖南农业大学
湖北,华两优1871,华5818S×华珍371,籼型两系杂交稻,湖北楚创生物育种研究院等,鄂审稻20243009,鄂审稻,20243009,华5818S,湖北楚创生物育种研究院
湖南,株两优211,株1S×华211,籼型两系杂交稻,湖南亚华种业科学研究院,湘审稻2007016,湘审稻,2007016,株1S,湖南亚华种业科学研究院
湖南,杰丰A,T98A×金23B/粤丰B//T98B,籼型不育系,长沙市岳麓区希望农业研究所,湘审稻2012031,湘审稻,2012031,T98A,长沙市岳麓区希望农业研究所
河南,光灿9号,新丰2号×光粳139,粳型常规稻,河南正艺达种业有限公司,豫审稻20200002,豫审稻,20200002,新丰2号,河南正艺达种业有限公司
湖南,乐优2号,冈46A×乐恢C3-2,籼型三系杂交稻,乐山市良种场,湘审稻2006042,湘审稻,2006042,冈46A,乐山市良种场
河南,艺稻06-18,郑粳81754×豫粳6号,粳型常规稻,辉县市豫北种业有限公司,豫审稻2012003,豫审稻,2012003,郑粳81754,辉县市豫北种业有限公司
湖南,锦两优169,锦4128S×华169,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20232001,湘审稻,20232001,锦4128S,袁隆平农业高科技股份有限公司
湖北,兆优6377,兆A×R6377,籼型三系杂交稻,安陆市兆农育种创新中心等,鄂审稻2019022,鄂审稻,2019022,兆A,安陆市兆农育种创新中心
湖北,源两优9526,源95S×R1226,籼型两系杂交稻,武汉武大天源生物科技股份有限公司,鄂审稻20220007,鄂审稻,20220007,源95S,武汉武大天源生物科技股份有限公司
湖南,金优郴97,金23A×郴R97-4,籼型三系杂交稻,湖南省郴州市农业科学研究所,湘审稻2006010,湘审稻,2006010,金23A,湖南省郴州市农业科学研究所
湖北,华528A,珍汕97A×华528B,籼型不育系,华中农业大学,鄂审稻2016033,鄂审稻,2016033,珍汕97A,华中农业大学
河南,新稻10号,豫粳6号×新稻89402,粳型常规稻,河南省新乡市农业科学院,豫审稻2004005,豫审稻,2004005,豫粳6号,河南省新乡市农业科学院
河南,18优75,18A×R1575,粳型三系杂交稻,天津天隆种业科技有限公司,豫审稻2013009,豫审稻,2013009,18A,天津天隆种业科技有限公司
湖北,两优302,HD9802S×R302,籼型两系杂交稻,湖北大学生命科学学院,鄂审稻2011001,鄂审稻,2011001,HD9802S,湖北大学生命科学学院
湖南,威优644,威20A×R644,籼型三系杂交稻,湖南杂交水稻研究中心,湘品审第203号,湘审稻,203,威20A,湖南杂交水稻研究中心
湖北,两优全赢占,银312S×全赢占,籼型两系杂交稻,荆州市金龙发种业有限公司等,鄂审稻20210057,鄂审稻,20210057,银312S,荆州市金龙发种业有限公司
河南,新稻571,新科稻31×盐丰47,粳型常规稻,河南省新乡市农业科学院,豫审稻20220007,豫审稻,20220007,新科稻31,河南省新乡市农业科学院
湖南,欣荣优123,欣荣A×R123,籼型三系杂交稻,湖南金色农华种业科技有限公司,湘审稻2015003,湘审稻,2015003,欣荣A,湖南金色农华种业科技有限公司
湖北,Ⅱ优725,Ⅱ-32A×绵恢725,籼型三系杂交稻,绵阳市农业科学研究所,鄂审稻007-2001,鄂审稻,007-2001,Ⅱ-32A,绵阳市农业科学研究所
河南,新丰1517,苑丰09-24×徐稻3号,粳型常规稻,新乡市远缘分子育种工程技术研究中心,豫审稻20200001,豫审稻,20200001,苑丰09-24,新乡市远缘分子育种工程技术研究中心
湖南,中优668,中9A×R968,籼型三系杂交稻,湖南湘东种业有限责任公司,湘审稻2009051,湘审稻,2009051,中9A,湖南湘东种业有限责任公司
湖南,焱两优5501,焱599S×华恢5501,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20236009,湘审稻,20236009,焱599S,袁隆平农业高科技股份有限公司
河南,新丰7号,镇稻99×金世纪,粳型常规稻,新乡市远缘分子育种工程技术研究中心,豫审稻2013008,豫审稻,2013008,镇稻99,新乡市远缘分子育种工程技术研究中心
湖南,金优108,金23A×州恢108,籼型三系杂交稻,湖南省湘西州农业科学研究所,湘审稻2006041,湘审稻,2006041,金23A,湖南省湘西州农业科学研究所
湖南,新香优77,新香A×明恢77,籼型三系杂交稻,湖南杂交水稻研究中心,湘品审第202号,湘审稻,202,新香A,湖南杂交水稻研究中心
湖北,襄两优827,襄3S×R827,籼型两系杂交稻,襄阳市农业科学院等,鄂审稻20220006,鄂审稻,20220006,襄3S,襄阳市农业科学院
湖南,金优898,金23A×R898,籼型三系杂交稻,湖南隆平高科农平种业有限公司,湘审稻2006009,湘审稻,2006009,金23A,湖南隆平高科农平种业有限公司
湖南,湘早籼11号,浙辐802×湘早籼1号,籼型常规稻,湖南省水稻研究所,湘品审第71号,湘审稻,71,浙辐802,湖南省水稻研究所
湖南,中3优810,中3A×中恢810,籼型三系杂交稻,中国水稻研究所等,湘审稻2009050,湘审稻,2009050,中3A,中国水稻研究所
湖北,多籼占2号,华占×A2-2X,籼型常规稻,武汉多倍体生物科技有限公司,鄂审稻20243008,鄂审稻,20243008,华占,武汉多倍体生物科技有限公司
湖南,香禾优明月丝苗,香禾A×R明月丝苗,籼型三系杂交稻,江西龙安种业有限公司等,湘审稻20230064,湘审稻,20230064,香禾A,江西龙安种业有限公司
河南,菡香9,津稻263/新丰2号×玉稻518,粳型常规稻,河南菡香生态农业专业合作社,豫审稻20220006,豫审稻,20220006,津稻263/新丰2号,河南菡香生态农业专业合作社
湖南,长两优35,长D26S×望恢035,籼型两系杂交稻,湖南希望种业科技股份有限公司,湘审稻2015002,湘审稻,2015002,长D26S,湖南希望种业科技股份有限公司
河南,郑州早粳,草笛×郑粳7号,粳型常规稻,河南省农业科学院粮作所,豫粳2号,豫审稻,2,草笛,河南省农业科学院粮作所
湖北,乐优94,乐丰A×岳恢94,籼型三系杂交稻,福建省农业科学院水稻研究所,鄂审稻2010029,鄂审稻,2010029,乐丰A,福建省农业科学院水稻研究所
湖南,汕优527,珍汕97A×蜀恢527,籼型三系杂交稻,湖南川农高科种业有限责任公司等,湘审稻2006040,湘审稻,2006040,珍汕97A,湖南川农高科种业有限责任公司
湖南,色香优明月丝苗,色香A×R明月丝苗,籼型三系杂交稻,江西天稻粮安种业有限公司等,湘审稻20230063,湘审稻,20230063,色香A,江西天稻粮安种业有限公司
湖南,安优607,安丰A×华恢607,籼型三系杂交稻,长沙市三华农业科技有限公司,湘审稻2015001,湘审稻,2015001,安丰A,长沙市三华农业科技有限公司
湖南,K优17,K17A×泸恢17,籼型三系杂交稻,四川省农业科学院水稻高粱研究所,湘品审第269号,湘审稻,269,K17A,四川省农业科学院水稻高粱研究所
湖南,金优555,金23A×R555,籼型三系杂交稻,海南神农大丰种业科技股份有限公司,湘审稻2006008,湘审稻,2006008,金23A,海南神农大丰种业科技股份有限公司
